flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2025-08-18,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,3,H58,,2025-08-18T14:35:00+00:00,2025-08-18T14:35:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T16:05:00+00:00,,,,,,Sichuan Airlines,3U,CSC,3257,3U3257,CSC3257,,,,,,,
2025-08-18,scheduled,,,Perth International,Australia/Perth,PER,YPPH,4,12,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,23,,2025-08-18T18:45:00+00:00,,,,,,China Southern Airlines,CZ,CSN,7595,CZ7595,CSN7595,,qantas,qf,qfa,886,qf886,qfa886
2025-08-18,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,3,H58,,2025-08-18T14:35:00+00:00,2025-08-18T14:35:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T16:05:00+00:00,,,,,,Xiamen Airlines,MF,CXA,5073,MF5073,CXA5073,,sichuan airlines,3u,csc,3257,3u3257,csc3257
2025-08-18,scheduled,,,Perth International,Australia/Perth,PER,YPPH,4,12,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,23,,2025-08-18T18:45:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7454,NZ7454,ANZ7454,,qantas,qf,qfa,886,qf886,qfa886
2025-08-18,scheduled,,,Perth International,Australia/Perth,PER,YPPH,4,12,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,23,,2025-08-18T18:45:00+00:00,,,,,,Emirates,EK,UAE,5592,EK5592,UAE5592,,qantas,qf,qfa,886,qf886,qfa886
2025-08-18,scheduled,,,Port Lincoln,Australia/Adelaide,PLO,YPLC,,,,2025-08-18T17:35:00+00:00,2025-08-18T17:35:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2025-08-18T18:30:00+00:00,,,,,,Qantas,QF,QFA,2590,QF2590,QFA2590,,,,,,,
2025-08-18,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,3,H58,,2025-08-18T14:35:00+00:00,2025-08-18T14:35:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T16:05:00+00:00,,,,,,Loong Air,GJ,CDC,3427,GJ3427,CDC3427,,sichuan airlines,3u,csc,3257,3u3257,csc3257
2025-08-18,scheduled,,,Port Lincoln,Australia/Adelaide,PLO,YPLC,,,,2025-08-18T17:35:00+00:00,2025-08-18T17:35:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2025-08-18T18:30:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7764,NZ7764,ANZ7764,,qantas,qf,qfa,2590,qf2590,qfa2590
2025-08-18,scheduled,,,Mount Gambier,Australia/Adelaide,MGB,YMTG,,,,2025-08-18T17:10:00+00:00,2025-08-18T17:10:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,BUS,,2025-08-18T18:20:00+00:00,,,,,,Rex Regional Express,ZL,RXA,4632,ZL4632,RXA4632,,,,,,,
2025-08-18,scheduled,,,Whyalla,Australia/Adelaide,WYA,YWHA,,,,2025-08-18T17:25:00+00:00,2025-08-18T17:25:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2025-08-18T18:20:00+00:00,,,,,,Qantas,QF,QFA,2577,QF2577,QFA2577,,,,,,,
2025-08-18,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,3,H58,,2025-08-18T14:35:00+00:00,2025-08-18T14:35:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T16:05:00+00:00,,,,,,China Express Air,G5,HXA,8637,G58637,HXA8637,,sichuan airlines,3u,csc,3257,3u3257,csc3257
2025-08-18,scheduled,,,Whyalla,Australia/Adelaide,WYA,YWHA,,,,2025-08-18T17:25:00+00:00,2025-08-18T17:25:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2025-08-18T18:20:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7519,NZ7519,ANZ7519,,qantas,qf,qfa,2577,qf2577,qfa2577
2025-08-18,scheduled,,,Xianyang,Asia/Shanghai,XIY,ZLXY,3,H58,,2025-08-18T14:35:00+00:00,2025-08-18T14:35:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T16:05:00+00:00,,,,,,China Southern Airlines,CZ,CSN,9073,CZ9073,CSN9073,,sichuan airlines,3u,csc,3257,3u3257,csc3257
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,11,,2025-08-18T17:30:00+00:00,2025-08-18T17:30:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,,2025-08-18T18:20:00+00:00,,,,,,Qantas,QF,QFA,693,QF693,QFA693,,,,,,,
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,11,,2025-08-18T17:30:00+00:00,2025-08-18T17:30:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,,2025-08-18T18:20:00+00:00,,,,,,China Airlines,CI,CAL,8657,CI8657,CAL8657,,qantas,qf,qfa,693,qf693,qfa693
2025-08-18,scheduled,,,Jinan,Asia/Shanghai,TNA,ZSJN,,12,2.0,2025-08-18T12:10:00+00:00,2025-08-18T12:10:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T14:20:00+00:00,,,,,,Shandong Airlines,SC,CDG,8448,SC8448,CDG8448,,,,,,,
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,11,,2025-08-18T17:30:00+00:00,2025-08-18T17:30:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,,2025-08-18T18:20:00+00:00,,,,,,IndiGo,6E,IGO,4707,6E4707,IGO4707,,qantas,qf,qfa,693,qf693,qfa693
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,11,,2025-08-18T17:30:00+00:00,2025-08-18T17:30:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,,2025-08-18T18:20:00+00:00,,,,,,China Eastern Airlines,MU,CES,4041,MU4041,CES4041,,qantas,qf,qfa,693,qf693,qfa693
2025-08-18,scheduled,,,Jinan,Asia/Shanghai,TNA,ZSJN,,12,2.0,2025-08-18T12:10:00+00:00,2025-08-18T12:10:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T14:20:00+00:00,,,,,,China Express Air,G5,HXA,6694,G56694,HXA6694,,shandong airlines,sc,cdg,8448,sc8448,cdg8448
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,11,,2025-08-18T17:30:00+00:00,2025-08-18T17:30:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,,2025-08-18T18:20:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7693,NZ7693,ANZ7693,,qantas,qf,qfa,693,qf693,qfa693
2025-08-18,scheduled,,,Jinan,Asia/Shanghai,TNA,ZSJN,,12,2.0,2025-08-18T12:10:00+00:00,2025-08-18T12:10:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T14:20:00+00:00,,,,,,Tibet Airlines,TV,TBA,3348,TV3348,TBA3348,,shandong airlines,sc,cdg,8448,sc8448,cdg8448
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,11,,2025-08-18T17:30:00+00:00,2025-08-18T17:30:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,,2025-08-18T18:20:00+00:00,,,,,,SriLankan Airlines,UL,ALK,3399,UL3399,ALK3399,,qantas,qf,qfa,693,qf693,qfa693
2025-08-18,scheduled,,,Jinan,Asia/Shanghai,TNA,ZSJN,,12,2.0,2025-08-18T12:10:00+00:00,2025-08-18T12:10:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T14:20:00+00:00,,,,,,Air China LTD,CA,CCA,4944,CA4944,CCA4944,,shandong airlines,sc,cdg,8448,sc8448,cdg8448
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,1,11,,2025-08-18T17:30:00+00:00,2025-08-18T17:30:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,22,,2025-08-18T18:20:00+00:00,,,,,,Emirates,EK,UAE,5693,EK5693,UAE5693,,qantas,qf,qfa,693,qf693,qfa693
2025-08-18,scheduled,,,Jinan,Asia/Shanghai,TNA,ZSJN,,12,2.0,2025-08-18T12:10:00+00:00,2025-08-18T12:10:00+00:00,,,,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T14:20:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,2862,ZH2862,CSZ2862,,shandong airlines,sc,cdg,8448,sc8448,cdg8448
2025-08-18,scheduled,,,Kingscote,Australia/Adelaide,KGC,YKSC,,,,2025-08-18T17:35:00+00:00,2025-08-18T17:35:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2025-08-18T18:15:00+00:00,,,,,,Qantas,QF,QFA,2565,QF2565,QFA2565,,,,,,,
2025-08-18,active,,,Daegu,Asia/Seoul,TAE,RKTN,I,4,3.0,2025-08-18T11:10:00+00:00,2025-08-18T11:10:00+00:00,2025-08-18T11:13:00+00:00,2025-08-18T11:13:00+00:00,2025-08-18T11:13:00+00:00,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T13:30:00+00:00,,2025-08-18T12:54:00+00:00,,,,T'Way Air,TW,TWB,681,TW681,TWB681,,,,,,,
2025-08-18,active,,,Daegu,Asia/Seoul,TAE,RKTN,I,4,3.0,2025-08-18T11:10:00+00:00,2025-08-18T11:10:00+00:00,2025-08-18T11:13:00+00:00,2025-08-18T11:13:00+00:00,2025-08-18T11:13:00+00:00,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T13:30:00+00:00,,2025-08-18T12:54:00+00:00,,,,,H1,H1,5987,H15987,H15987,,t'way air,tw,twb,681,tw681,twb681
2025-08-18,scheduled,,,Kingscote,Australia/Adelaide,KGC,YKSC,,,,2025-08-18T17:35:00+00:00,2025-08-18T17:35:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2025-08-18T18:15:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7709,NZ7709,ANZ7709,,qantas,qf,qfa,2565,qf2565,qfa2565
2025-08-18,scheduled,,,Port Lincoln,Australia/Adelaide,PLO,YPLC,,,,2025-08-18T17:20:00+00:00,2025-08-18T17:20:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,BUS,,2025-08-18T18:10:00+00:00,,,,,,Rex Regional Express,ZL,RXA,4389,ZL4389,RXA4389,,,,,,,
2025-08-18,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,46,,2025-08-18T15:45:00+00:00,2025-08-18T15:45:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,12,,2025-08-18T18:10:00+00:00,,,,,,Virgin Australia,VA,VOZ,1398,VA1398,VOZ1398,,,,,,,
2025-08-18,active,,,Lianshui,Asia/Shanghai,HIA,ZSSH,,3-10,15.0,2025-08-18T11:35:00+00:00,2025-08-18T11:35:00+00:00,2025-08-18T11:50:00+00:00,2025-08-18T11:50:00+00:00,2025-08-18T11:50:00+00:00,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T13:25:00+00:00,1.0,2025-08-18T13:26:00+00:00,,,,Colorful Guizhou Airlines,GY,CGZ,7206,GY7206,CGZ7206,,,,,,,
2025-08-18,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,46,,2025-08-18T15:45:00+00:00,2025-08-18T15:45:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,12,,2025-08-18T18:10:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6924,SQ6924,SIA6924,,virgin australia,va,voz,1398,va1398,voz1398
2025-08-18,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,46,,2025-08-18T15:45:00+00:00,2025-08-18T15:45:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,12,,2025-08-18T18:10:00+00:00,,,,,,Qatar Airways,QR,QTR,6352,QR6352,QTR6352,,virgin australia,va,voz,1398,va1398,voz1398
2025-08-18,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,46,,2025-08-18T15:45:00+00:00,2025-08-18T15:45:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,12,,2025-08-18T18:10:00+00:00,,,,,,Air Canada,AC,ACA,2750,AC2750,ACA2750,,virgin australia,va,voz,1398,va1398,voz1398
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,3,5,,2025-08-18T17:15:00+00:00,2025-08-18T17:15:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,14,,2025-08-18T18:10:00+00:00,,,,,,Virgin Australia,VA,VOZ,237,VA237,VOZ237,,,,,,,
2025-08-18,active,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,210,12.0,2025-08-18T11:05:00+00:00,2025-08-18T11:05:00+00:00,2025-08-18T11:17:00+00:00,2025-08-18T11:17:00+00:00,2025-08-18T11:17:00+00:00,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T12:10:00+00:00,,2025-08-18T12:03:00+00:00,,,,China Express Air,G5,HXA,4436,G54436,HXA4436,,,,,,,
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,3,5,,2025-08-18T17:15:00+00:00,2025-08-18T17:15:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,14,,2025-08-18T18:10:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6946,SQ6946,SIA6946,,virgin australia,va,voz,237,va237,voz237
2025-08-18,scheduled,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,3,5,,2025-08-18T17:15:00+00:00,2025-08-18T17:15:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,14,,2025-08-18T18:10:00+00:00,,,,,,Qatar Airways,QR,QTR,6323,QR6323,QTR6323,,virgin australia,va,voz,237,va237,voz237
2025-08-18,active,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,210,12.0,2025-08-18T11:05:00+00:00,2025-08-18T11:05:00+00:00,2025-08-18T11:17:00+00:00,2025-08-18T11:17:00+00:00,2025-08-18T11:17:00+00:00,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T12:10:00+00:00,,2025-08-18T12:03:00+00:00,,,,Shenzhen Airlines,ZH,CSZ,3774,ZH3774,CSZ3774,,china express air,g5,hxa,4436,g54436,hxa4436
2025-08-18,scheduled,,,Naracoorte,Australia/Adelaide,NAC,YNRC,,,,2025-08-18T17:00:00+00:00,2025-08-18T17:00:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,,,2025-08-18T18:03:00+00:00,,,,,,empty,,,,,,,,,,,,
2025-08-18,active,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,210,12.0,2025-08-18T11:05:00+00:00,2025-08-18T11:05:00+00:00,2025-08-18T11:17:00+00:00,2025-08-18T11:17:00+00:00,2025-08-18T11:17:00+00:00,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T12:10:00+00:00,,2025-08-18T12:03:00+00:00,,,,Shandong Airlines,SC,CDG,3836,SC3836,CDG3836,,china express air,g5,hxa,4436,g54436,hxa4436
2025-08-18,scheduled,,,Olympic Dam,Australia/Adelaide,OLP,YOLD,,,,2025-08-18T16:50:00+00:00,2025-08-18T16:50:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,24,,2025-08-18T18:00:00+00:00,,,,,,Alliance Airlines,QQ,UTY,3137,QQ3137,UTY3137,,,,,,,
2025-08-18,active,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,210,12.0,2025-08-18T11:05:00+00:00,2025-08-18T11:05:00+00:00,2025-08-18T11:17:00+00:00,2025-08-18T11:17:00+00:00,2025-08-18T11:17:00+00:00,Dayong,Asia/Shanghai,DYG,ZGDY,T2,,,2025-08-18T12:10:00+00:00,,2025-08-18T12:03:00+00:00,,,,Xiamen Airlines,MF,CXA,2646,MF2646,CXA2646,,china express air,g5,hxa,4436,g54436,hxa4436
2025-08-18,scheduled,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,25,,2025-08-18T15:40:00+00:00,2025-08-18T15:40:00+00:00,,,,Adelaide International Airport,Australia/Adelaide,ADL,YPAD,1,21,,2025-08-18T17:55:00+00:00,,,,,,Jetstar,JQ,JST,802,JQ802,JST802,,,,,,,
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2025-08-18T08:20:00+00:00,2025-08-18T08:20:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T13:45:00+00:00,,,,,,Royal Air Maroc,AT,RAM,5770,AT5770,RAM5770,,qatar airways,qr,qtr,1476,qr1476,qtr1476
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2025-08-18T08:20:00+00:00,2025-08-18T08:20:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T13:45:00+00:00,,,,,,LATAM Airlines,LA,LAN,5316,LA5316,LAN5316,,qatar airways,qr,qtr,1476,qr1476,qtr1476
2025-08-18,scheduled,,,MBS International,America/Detroit,MBS,KMBS,,,,2025-08-18T06:50:00+00:00,2025-08-18T06:50:00+00:00,,,,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,M,B18,7,2025-08-18T07:43:00+00:00,,,,,,Korean Air,KE,KAL,3447,KE3447,KAL3447,,delta air lines,dl,dal,3962,dl3962,dal3962
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2025-08-18T08:20:00+00:00,2025-08-18T08:20:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T13:45:00+00:00,,,,,,Japan Airlines,JL,JTL,5592,JL5592,JTL5592,,qatar airways,qr,qtr,1476,qr1476,qtr1476
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2025-08-18T08:20:00+00:00,2025-08-18T08:20:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T13:45:00+00:00,,,,,,AlphaSky,AS,JAG,5872,AS5872,JAG5872,,qatar airways,qr,qtr,1476,qr1476,qtr1476
2025-08-18,scheduled,,,MBS International,America/Detroit,MBS,KMBS,,,,2025-08-18T06:50:00+00:00,2025-08-18T06:50:00+00:00,,,,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,M,B18,7,2025-08-18T07:43:00+00:00,,,,,,Aeromexico,AM,AMX,3964,AM3964,AMX3964,,delta air lines,dl,dal,3962,dl3962,dal3962
2025-08-18,scheduled,,,Doha International,Asia/Qatar,DOH,OTHH,,C8,,2025-08-18T08:20:00+00:00,2025-08-18T08:20:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T13:45:00+00:00,,,,,,JetBlue Airways,B6,JBU,6594,B66594,JBU6594,,qatar airways,qr,qtr,1476,qr1476,qtr1476
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,,,,2025-08-18T13:15:00+00:00,2025-08-18T13:15:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T13:35:00+00:00,,,,,,FlexFlight,W2,FXT,1336,W21336,FXT1336,,,,,,,
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,2,,,2025-08-18T13:15:00+00:00,2025-08-18T13:15:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T13:35:00+00:00,,,,,,Auric Air,UI,AUK,206,UI206,AUK206,,,,,,,
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,2,,,2025-08-18T13:15:00+00:00,2025-08-18T13:15:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T13:35:00+00:00,,,,,,euroairlines,Q4,ELE,9607,Q49607,ELE9607,,auric air,ui,auk,206,ui206,auk206
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,2,,,2025-08-18T13:15:00+00:00,2025-08-18T13:15:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,2,,,2025-08-18T13:35:00+00:00,,,,,,Coastal Aviation,CQ,CSV,142,CQ142,CSV142,,,,,,,
2025-08-18,scheduled,,,Tanga,Africa/Dar_es_Salaam,TGT,HTTG,,,,2025-08-18T12:30:00+00:00,2025-08-18T12:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T13:15:00+00:00,,,,,,FlexFlight,W2,FXT,1346,W21346,FXT1346,,,,,,,
2025-08-18,scheduled,,,Tanga,Africa/Dar_es_Salaam,TGT,HTTG,,,,2025-08-18T12:30:00+00:00,2025-08-18T12:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T13:15:00+00:00,,,,,,Auric Air,UI,AUK,216,UI216,AUK216,,,,,,,
2025-08-18,scheduled,,,Tanga,Africa/Dar_es_Salaam,TGT,HTTG,,,,2025-08-18T12:30:00+00:00,2025-08-18T12:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T13:15:00+00:00,,,,,,euroairlines,Q4,ELE,9617,Q49617,ELE9617,,auric air,ui,auk,216,ui216,auk216
2025-08-18,scheduled,,,Songea,Africa/Dar_es_Salaam,SGX,HTSO,,,,2025-08-18T11:45:00+00:00,2025-08-18T11:45:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,2,,,2025-08-18T13:10:00+00:00,,,,,,Air Tanzania,TC,ATC,133,TC133,ATC133,,,,,,,
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,,,,2025-08-18T12:00:00+00:00,2025-08-18T12:00:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T12:20:00+00:00,,,,,,Flightlink,YS,FLZ,109,YS109,FLZ109,,,,,,,
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,,,,2025-08-18T12:00:00+00:00,2025-08-18T12:00:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T12:20:00+00:00,,,,,,empty,,,459,,,,,,,,,
2025-08-18,scheduled,,,Nduli,Africa/Dar_es_Salaam,IRI,HTIR,,,,2025-08-18T11:10:00+00:00,2025-08-18T11:10:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,2,,,2025-08-18T12:10:00+00:00,,,,,,Air Tanzania,TC,ATC,113,TC113,ATC113,,,,,,,
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,,,,2025-08-18T11:45:00+00:00,2025-08-18T11:45:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T12:05:00+00:00,,,,,,FlexFlight,W2,FXT,1334,W21334,FXT1334,,,,,,,
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,2,,,2025-08-18T11:45:00+00:00,2025-08-18T11:45:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T12:05:00+00:00,,,,,,Auric Air,UI,AUK,204,UI204,AUK204,,,,,,,
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,2,,,2025-08-18T11:45:00+00:00,2025-08-18T11:45:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,1,,,2025-08-18T12:05:00+00:00,,,,,,euroairlines,Q4,ELE,9605,Q49605,ELE9605,,auric air,ui,auk,204,ui204,auk204
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,2,,,2025-08-18T11:30:00+00:00,2025-08-18T11:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T12:00:00+00:00,,,,,,Precision Air,PW,PRF,718,PW718,PRF718,,,,,,,
2025-08-18,scheduled,,,Kisauni,Africa/Dar_es_Salaam,ZNZ,HTZA,2,,,2025-08-18T11:30:00+00:00,2025-08-18T11:30:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T12:00:00+00:00,,,,,,Kenya Airways,KQ,KQA,6718,KQ6718,KQA6718,,precision air,pw,prf,718,pw718,prf718
2025-08-18,scheduled,,,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,,,,2025-08-18T10:20:00+00:00,2025-08-18T10:20:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,,,2025-08-18T11:25:00+00:00,,,,,,Kenya Airways,KQ,KQA,2426,KQ2426,KQA2426,,,,,,,
2025-08-18,scheduled,,,Bole International,Africa/Addis_Ababa,ADD,HAAB,2,A2,,2025-08-18T08:20:00+00:00,2025-08-18T08:20:00+00:00,,,,Dar Es Salam International Airport,Africa/Dar_es_Salaam,DAR,HTDA,3,C3,,2025-08-18T11:10:00+00:00,,,,,,Ethiopian Airlines,ET,ETH,805,ET805,ETH805,,,,,,,
